dataset	participant_id	classification	count
dset-camcan	sub-CC720358	ignored	11
dset-camcan	sub-CC720400	accepted	6
dset-camcan	sub-CC720400	rejected	10
dset-camcan	sub-CC720400	ignored	2
dset-camcan	sub-CC720407	accepted	1
dset-camcan	sub-CC720407	rejected	14
dset-camcan	sub-CC720407	ignored	4
dset-camcan	sub-CC720497	accepted	8
dset-camcan	sub-CC720497	rejected	8
dset-camcan	sub-CC720497	ignored	0
dset-camcan	sub-CC720511	accepted	4
dset-camcan	sub-CC720511	rejected	7
dset-camcan	sub-CC720511	ignored	1
dset-camcan	sub-CC720516	accepted	6
dset-camcan	sub-CC720516	rejected	9
dset-camcan	sub-CC720516	ignored	1
dset-camcan	sub-CC720622	accepted	1
dset-camcan	sub-CC720622	rejected	10
dset-camcan	sub-CC720622	ignored	7
dset-camcan	sub-CC720646	accepted	0
dset-camcan	sub-CC720646	rejected	2
dset-camcan	sub-CC720646	ignored	8
dset-camcan	sub-CC720670	accepted	3
dset-camcan	sub-CC720670	rejected	15
dset-camcan	sub-CC720670	ignored	3
dset-camcan	sub-CC720685	accepted	3
dset-camcan	sub-CC720685	rejected	11
dset-camcan	sub-CC720685	ignored	4
dset-camcan	sub-CC720941	accepted	4
dset-camcan	sub-CC720941	rejected	7
dset-camcan	sub-CC720941	ignored	4
dset-camcan	sub-CC720986	accepted	5
dset-camcan	sub-CC720986	rejected	8
dset-camcan	sub-CC720986	ignored	1
dset-camcan	sub-CC721052	accepted	2
dset-camcan	sub-CC721052	rejected	12
dset-camcan	sub-CC721052	ignored	7
dset-camcan	sub-CC721107	accepted	4
dset-camcan	sub-CC721107	rejected	5
dset-camcan	sub-CC721107	ignored	2
dset-camcan	sub-CC721114	accepted	4
dset-camcan	sub-CC721114	rejected	5
dset-camcan	sub-CC721114	ignored	4
dset-camcan	sub-CC721224	accepted	20
dset-camcan	sub-CC721224	rejected	22
dset-camcan	sub-CC721224	ignored	0
dset-camcan	sub-CC721291	accepted	2
dset-camcan	sub-CC721291	rejected	10
dset-camcan	sub-CC721291	ignored	4
dset-camcan	sub-CC721292	accepted	7
dset-camcan	sub-CC721292	rejected	6
dset-camcan	sub-CC721292	ignored	1
dset-camcan	sub-CC721374	accepted	18
dset-camcan	sub-CC721374	rejected	13
dset-camcan	sub-CC721374	ignored	0
dset-camcan	sub-CC721377	accepted	16
dset-camcan	sub-CC721377	rejected	10
dset-camcan	sub-CC721377	ignored	0
dset-camcan	sub-CC721392	accepted	16
dset-camcan	sub-CC721392	rejected	21
dset-camcan	sub-CC721392	ignored	0
dset-camcan	sub-CC721418	accepted	12
dset-camcan	sub-CC721418	rejected	5
dset-camcan	sub-CC721418	ignored	1
dset-camcan	sub-CC721434	accepted	20
dset-camcan	sub-CC721434	rejected	21
dset-camcan	sub-CC721434	ignored	0
dset-camcan	sub-CC721504	accepted	13
dset-camcan	sub-CC721504	rejected	20
dset-camcan	sub-CC721504	ignored	2
dset-camcan	sub-CC721519	accepted	6
dset-camcan	sub-CC721519	rejected	4
dset-camcan	sub-CC721519	ignored	1
dset-camcan	sub-CC721532	accepted	8
dset-camcan	sub-CC721532	rejected	11
dset-camcan	sub-CC721532	ignored	0
dset-camcan	sub-CC721585	accepted	5
dset-camcan	sub-CC721585	rejected	12
dset-camcan	sub-CC721585	ignored	0
dset-camcan	sub-CC721618	accepted	13
dset-camcan	sub-CC721618	rejected	7
dset-camcan	sub-CC721618	ignored	1
dset-camcan	sub-CC721648	accepted	18
dset-camcan	sub-CC721648	rejected	7
dset-camcan	sub-CC721648	ignored	0
dset-camcan	sub-CC721704	accepted	7
dset-camcan	sub-CC721704	rejected	12
dset-camcan	sub-CC721704	ignored	0
dset-camcan	sub-CC721707	accepted	5
dset-camcan	sub-CC721707	rejected	9
dset-camcan	sub-CC721707	ignored	0
dset-camcan	sub-CC721729	accepted	10
dset-camcan	sub-CC721729	rejected	13
dset-camcan	sub-CC721729	ignored	0
dset-camcan	sub-CC721888	accepted	0
dset-camcan	sub-CC721888	rejected	7
dset-camcan	sub-CC721888	ignored	3
dset-camcan	sub-CC721891	accepted	17
dset-camcan	sub-CC721891	rejected	18
dset-camcan	sub-CC721891	ignored	0
dset-camcan	sub-CC721894	accepted	3
dset-camcan	sub-CC721894	rejected	9
dset-camcan	sub-CC721894	ignored	4
dset-camcan	sub-CC722216	accepted	3
dset-camcan	sub-CC722216	rejected	6
dset-camcan	sub-CC722216	ignored	10
dset-camcan	sub-CC722421	accepted	6
dset-camcan	sub-CC722421	rejected	7
dset-camcan	sub-CC722421	ignored	1
dset-camcan	sub-CC722536	accepted	9
dset-camcan	sub-CC722536	rejected	4
dset-camcan	sub-CC722536	ignored	0
dset-camcan	sub-CC722542	accepted	14
dset-camcan	sub-CC722542	rejected	22
dset-camcan	sub-CC722542	ignored	0
dset-camcan	sub-CC722651	accepted	16
dset-camcan	sub-CC722651	rejected	14
dset-camcan	sub-CC722651	ignored	1
dset-camcan	sub-CC722891	accepted	2
dset-camcan	sub-CC722891	rejected	8
dset-camcan	sub-CC722891	ignored	5
dset-camcan	sub-CC723197	accepted	3
dset-camcan	sub-CC723197	rejected	5
dset-camcan	sub-CC723197	ignored	1
dset-camcan	sub-CC723395	accepted	8
dset-camcan	sub-CC723395	rejected	6
dset-camcan	sub-CC723395	ignored	2
dset-cohen	sub-01	accepted	4
dset-cohen	sub-01	rejected	5
dset-cohen	sub-01	ignored	2
dset-cohen	sub-02	accepted	5
dset-cohen	sub-02	rejected	4
dset-cohen	sub-02	ignored	4
dset-cohen	sub-03	accepted	4
dset-cohen	sub-03	rejected	5
dset-cohen	sub-03	ignored	3
dset-cohen	sub-04	accepted	6
dset-cohen	sub-04	rejected	6
dset-cohen	sub-04	ignored	0
dset-cohen	sub-05	accepted	2
dset-cohen	sub-05	rejected	7
dset-cohen	sub-05	ignored	0
dset-cohen	sub-06	accepted	3
dset-cohen	sub-06	rejected	8
dset-cohen	sub-06	ignored	1
dset-cohen	sub-07	accepted	5
dset-cohen	sub-07	rejected	3
dset-cohen	sub-07	ignored	0
dset-cohen	sub-08	accepted	6
dset-cohen	sub-08	rejected	2
dset-cohen	sub-08	ignored	0
dset-cohen	sub-09	accepted	3
dset-cohen	sub-09	rejected	8
dset-cohen	sub-09	ignored	7
dset-cohen	sub-10	accepted	5
dset-cohen	sub-10	rejected	3
dset-cohen	sub-10	ignored	0
dset-cohen	sub-11	accepted	2
dset-cohen	sub-11	rejected	5
dset-cohen	sub-11	ignored	3
dset-cohen	sub-12	accepted	3
dset-cohen	sub-12	rejected	10
dset-cohen	sub-12	ignored	1
dset-cohen	sub-13	accepted	2
dset-cohen	sub-13	rejected	6
dset-cohen	sub-13	ignored	2
dset-dalenberg	sub-01	accepted	5
dset-dalenberg	sub-01	rejected	13
dset-dalenberg	sub-01	ignored	4
dset-dalenberg	sub-03	accepted	4
dset-dalenberg	sub-03	rejected	16
dset-dalenberg	sub-03	ignored	3
dset-dalenberg	sub-04	accepted	6
dset-dalenberg	sub-04	rejected	21
dset-dalenberg	sub-04	ignored	4
dset-dalenberg	sub-05	accepted	4
dset-dalenberg	sub-05	rejected	10
dset-dalenberg	sub-05	ignored	2
dset-dalenberg	sub-06	accepted	3
dset-dalenberg	sub-06	rejected	16
dset-dalenberg	sub-06	ignored	3
dset-dalenberg	sub-07	accepted	5
dset-dalenberg	sub-07	rejected	20
dset-dalenberg	sub-07	ignored	1
dset-dalenberg	sub-08	accepted	7
dset-dalenberg	sub-08	rejected	38
dset-dalenberg	sub-08	ignored	4
dset-dalenberg	sub-09	accepted	4
dset-dalenberg	sub-09	rejected	20
dset-dalenberg	sub-09	ignored	4
dset-dalenberg	sub-10	accepted	5
dset-dalenberg	sub-10	rejected	12
dset-dalenberg	sub-10	ignored	2
dset-dalenberg	sub-11	accepted	7
dset-dalenberg	sub-11	rejected	31
dset-dalenberg	sub-11	ignored	4
dset-dalenberg	sub-12	accepted	2
dset-dalenberg	sub-12	rejected	30
dset-dalenberg	sub-12	ignored	6
dset-dalenberg	sub-13	accepted	7
dset-dalenberg	sub-13	rejected	25
dset-dalenberg	sub-13	ignored	2
dset-dalenberg	sub-14	accepted	4
dset-dalenberg	sub-14	rejected	8
dset-dalenberg	sub-14	ignored	2
dset-dalenberg	sub-15	accepted	3
dset-dalenberg	sub-15	rejected	8
dset-dalenberg	sub-15	ignored	3
dset-dalenberg	sub-16	accepted	4
dset-dalenberg	sub-16	rejected	13
dset-dalenberg	sub-16	ignored	1
dset-dalenberg	sub-17	accepted	8
dset-dalenberg	sub-17	rejected	26
dset-dalenberg	sub-17	ignored	3
dset-dalenberg	sub-18	accepted	3
dset-dalenberg	sub-18	rejected	11
dset-dalenberg	sub-18	ignored	4
dset-dalenberg	sub-19	accepted	3
dset-dalenberg	sub-19	rejected	19
dset-dalenberg	sub-19	ignored	3
dset-dalenberg	sub-20	accepted	4
dset-dalenberg	sub-20	rejected	9
dset-dalenberg	sub-20	ignored	1
dset-dalenberg	sub-21	accepted	3
dset-dalenberg	sub-21	rejected	9
dset-dalenberg	sub-21	ignored	5
dset-dupre	sub-01	accepted	2
dset-dupre	sub-01	rejected	6
dset-dupre	sub-01	ignored	1
dset-dupre	sub-02	accepted	0
dset-dupre	sub-02	rejected	0
dset-dupre	sub-02	ignored	3
dset-dupre	sub-03	accepted	0
dset-dupre	sub-03	rejected	1
dset-dupre	sub-03	ignored	2
dset-dupre	sub-04	accepted	3
dset-dupre	sub-04	rejected	11
dset-dupre	sub-04	ignored	2
dset-dupre	sub-05	accepted	4
dset-dupre	sub-05	rejected	16
dset-dupre	sub-05	ignored	0
dset-dupre	sub-06	accepted	5
dset-dupre	sub-06	rejected	11
dset-dupre	sub-06	ignored	4
dset-dupre	sub-07	accepted	2
dset-dupre	sub-07	rejected	4
dset-dupre	sub-07	ignored	0
dset-dupre	sub-08	accepted	2
dset-dupre	sub-08	rejected	5
dset-dupre	sub-08	ignored	0
dset-dupre	sub-09	accepted	3
dset-dupre	sub-09	rejected	6
dset-dupre	sub-09	ignored	4
dset-dupre	sub-10	accepted	6
dset-dupre	sub-10	rejected	4
dset-dupre	sub-10	ignored	0
dset-dupre	sub-11	accepted	0
dset-dupre	sub-11	rejected	7
dset-dupre	sub-11	ignored	0
dset-dupre	sub-12	accepted	3
dset-dupre	sub-12	rejected	8
dset-dupre	sub-12	ignored	3
dset-dupre	sub-13	accepted	5
dset-dupre	sub-13	rejected	7
dset-dupre	sub-13	ignored	1
dset-dupre	sub-14	accepted	3
dset-dupre	sub-14	rejected	4
dset-dupre	sub-14	ignored	0
dset-dupre	sub-15	accepted	6
dset-dupre	sub-15	rejected	12
dset-dupre	sub-15	ignored	1
dset-dupre	sub-16	accepted	3
dset-dupre	sub-16	rejected	6
dset-dupre	sub-16	ignored	2
dset-dupre	sub-17	accepted	5
dset-dupre	sub-17	rejected	9
dset-dupre	sub-17	ignored	1
dset-dupre	sub-19	accepted	3
dset-dupre	sub-19	rejected	13
dset-dupre	sub-19	ignored	5
dset-dupre	sub-20	accepted	5
dset-dupre	sub-20	rejected	30
dset-dupre	sub-20	ignored	2
dset-dupre	sub-21	accepted	2
dset-dupre	sub-21	rejected	22
dset-dupre	sub-21	ignored	3
dset-dupre	sub-22	accepted	6
dset-dupre	sub-22	rejected	8
dset-dupre	sub-22	ignored	1
dset-dupre	sub-23	accepted	5
dset-dupre	sub-23	rejected	9
dset-dupre	sub-23	ignored	2
dset-dupre	sub-24	accepted	4
dset-dupre	sub-24	rejected	8
dset-dupre	sub-24	ignored	4
dset-dupre	sub-25	accepted	3
dset-dupre	sub-25	rejected	8
dset-dupre	sub-25	ignored	2
dset-dupre	sub-26	accepted	2
dset-dupre	sub-26	rejected	37
dset-dupre	sub-26	ignored	3
dset-dupre	sub-27	accepted	9
dset-dupre	sub-27	rejected	6
dset-dupre	sub-27	ignored	3
dset-dupre	sub-28	accepted	7
dset-dupre	sub-28	rejected	7
dset-dupre	sub-28	ignored	1
dset-dupre	sub-29	accepted	4
dset-dupre	sub-29	rejected	15
dset-dupre	sub-29	ignored	6
dset-dupre	sub-30	accepted	6
dset-dupre	sub-30	rejected	9
dset-dupre	sub-30	ignored	5
dset-dupre	sub-31	accepted	4
dset-dupre	sub-31	rejected	7
dset-dupre	sub-31	ignored	4
